question;response;answer;selected_pdf;LLM Model;Search Type;ResponseChunkBERTScore;ResponseChunkRougeL;ResponseAnswerBERTScore;ResponseAnswerRougeL;ChunkAnswerBERTScore;ChunkAnswerRougeL;Reranker Used;Reranker Model;Chunking Method;QueryOptimization;Embedding Model
What was the Velveteen Rabbit's original appearance?;The Velveteen Rabbit's original appearance is described as being fat and bunchy, spotted brown and white, with real thread whiskers and pink sateen lined ears. He was also wedged in the top of a Christmas stocking with a sprig of holly between his paws.;He was fat and bunchy with a spotted brown and white coat, real thread whiskers, and ears lined with pink sateen.;All PDFs;mistral;hybrid;0.829313;0.301508;0.903259;0.393939;0.824609;0.217143;TRUE;cross-encoder/stsb-roberta-base;standard;FALSE;all-MiniLM-L6-v2
What was the Velveteen Rabbit's original appearance?;The Velveteen Rabbit's original appearance was fat and bunchy, with a spotted brown and white coat, real thread whiskers, and his ears were lined with pink sateen.;He was fat and bunchy with a spotted brown and white coat, real thread whiskers, and ears lined with pink sateen.;The Velveteen Rabbit.pdf;mistral;hybrid;0.824836;0.241758;0.944912;0.816327;0.824609;0.217143;TRUE;cross-encoder/stsb-roberta-base;standard;FALSE;all-MiniLM-L6-v2
What was the Velveteen Rabbit's original appearance?;The Velveteen Rabbit's original appearance, as described in the story, is a fat and bunchy rabbit with a spotted brown and white coat, real thread whiskers, and pink sateen-lined ears. He was made to sit wedged in a Boy's stocking on Christmas morning, along with other gifts such as nuts, oranges, a toy engine, chocolate almonds, and a clockwork mouse.;He was fat and bunchy with a spotted brown and white coat, real thread whiskers, and ears lined with pink sateen.;All PDFs;mistral;hybrid;0.833217;0.341014;0.890453;0.380952;0.825143;0.217143;FALSE;None;standard;TRUE;all-MiniLM-L6-v2
What was the Velveteen Rabbit's original appearance?;The Velveteen Rabbit's original appearance was described as being fat and bunchy, with a spotted brown and white coat, real thread whiskers, and pink sateen-lined ears. He also had a damp velveteen nose when he cried.;He was fat and bunchy with a spotted brown and white coat, real thread whiskers, and ears lined with pink sateen.;The Velveteen Rabbit.pdf;mistral;hybrid;0.835483;0.197917;0.922757;0.576271;0.825143;0.217143;FALSE;None;standard;TRUE;all-MiniLM-L6-v2
What was the Velveteen Rabbit's original appearance?;The Velveteen Rabbit's original appearance was described as fat and bunchy with a spotted brown and white coat, thread whiskers, and pink sateen-lined ears. He also had a velveteen body to start with, before the Fairy transformed him into a real rabbit at the end of the story.;He was fat and bunchy with a spotted brown and white coat, real thread whiskers, and ears lined with pink sateen.;All PDFs;mistral;hybrid;0.843317;0.245098;0.908407;0.450704;0.825143;0.217143;FALSE;None;standard;FALSE;all-MiniLM-L6-v2
What was the Velveteen Rabbit's original appearance?;The Velveteen Rabbit's original appearance was fat and bunchy, with a brown and white spotted coat, real thread whiskers, and pink sateen-lined ears. His eyes were probably wide and round, as all rabbits should be. He had been made to look splendid and charming for the Boy's Christmas stocking.;He was fat and bunchy with a spotted brown and white coat, real thread whiskers, and ears lined with pink sateen.;The Velveteen Rabbit.pdf;mistral;hybrid;0.838694;0.223301;0.909006;0.438356;0.825143;0.217143;FALSE;None;standard;FALSE;all-MiniLM-L6-v2
What was the Velveteen Rabbit's original appearance?;"According to the stories, the Velveteen Rabbit's original appearance is described as follows: """"He was fat and bunchy , as a rabbit should be; his coat was spotted brown and white, he had real thread whiskers, and his ears were lined with pink sateen."""" So, the answer is: The Velveteen Rabbit was originally """"fat and bunchy"""", with a """"spotted brown and white"""" coat, """"real thread whiskers"""", and """"ears lined with pink sateen"""".";He was fat and bunchy with a spotted brown and white coat, real thread whiskers, and ears lined with pink sateen.;All PDFs;llama3;semantic;0.808885;0.528926;0.881449;0.451613;0.817868;0.542857;TRUE;cross-encoder/stsb-roberta-base;semantic;TRUE;all-MiniLM-L6-v2
What was the Velveteen Rabbit's original appearance?;According to the stories, the Velveteen Rabbit's original appearance was: * Fat and bunchy, as a rabbit should be * His coat was spotted brown and white * He had real thread whiskers * His ears were lined with pink sateen So, that's what he looked like in the beginning!;He was fat and bunchy with a spotted brown and white coat, real thread whiskers, and ears lined with pink sateen.;The Velveteen Rabbit.pdf;llama3;semantic;0.807676;0.618557;0.877514;0.492754;0.817868;0.542857;TRUE;cross-encoder/stsb-roberta-base;semantic;TRUE;all-MiniLM-L6-v2
What was the Velveteen Rabbit's original appearance?;"The story tells us that """"In the beginning he was really splendid. He was fat and bunchy , as a rabbit should be; his coat was spotted brown and white, he had real thread whiskers, and his ears were lined with pink sateen."""" So, according to the stories, the Velveteen Rabbit's original appearance was that of being """"fat and bunchy"""", having a """"coat [that] was spotted brown and white"""", having """"real thread whiskers"""", and having """"ears [that] were lined with pink sateen"""".";He was fat and bunchy with a spotted brown and white coat, real thread whiskers, and ears lined with pink sateen.;All PDFs;llama3;semantic;0.807242;0.564885;0.872883;0.38835;0.817868;0.542857;TRUE;cross-encoder/stsb-roberta-base;semantic;FALSE;all-MiniLM-L6-v2
What was the Velveteen Rabbit's original appearance?;"Let me help you find the answer! According to the story, the Velveteen Rabbit's original appearance is described as """"splendid."""" It says: """"He was fat and bunchy , as a rabbit should be; his coat was spotted brown and white, he had real thread whiskers, and his ears were lined with pink sateen."""" So, the answer is that the Velveteen Rabbit's original appearance was fat and bunchy, with a spotted brown and white coat, thread whiskers, and pink sateen-lined ears!";He was fat and bunchy with a spotted brown and white coat, real thread whiskers, and ears lined with pink sateen.;The Velveteen Rabbit.pdf;llama3;semantic;0.814679;0.503817;0.879129;0.368932;0.817868;0.542857;TRUE;cross-encoder/stsb-roberta-base;semantic;FALSE;all-MiniLM-L6-v2
What was the Velveteen Rabbit's original appearance?;"According to the story, the Velveteen Rabbit's original appearance was that he was """"really splendid"""" and had a """"coat spotted brown and white"""", with """"real thread whiskers"""", and his ears were lined with """"pink sateen"""".";He was fat and bunchy with a spotted brown and white coat, real thread whiskers, and ears lined with pink sateen.;All PDFs;llama3;semantic;0.829624;0.564706;0.890843;0.596491;0.832466;0.542857;FALSE;None;semantic;TRUE;all-MiniLM-L6-v2
What was the Velveteen Rabbit's original appearance?;"A lovely set of stories! According to the first story, the Velveteen Rabbit's original appearance was: """"...in the beginning he was really splendid. He was fat and bunchy , as a rabbit should be; his coat was spotted brown and white..."""" So, his original appearance was that of a plump and fluffy rabbit with a brown and white spotted coat!";He was fat and bunchy with a spotted brown and white coat, real thread whiskers, and ears lined with pink sateen.;The Velveteen Rabbit.pdf;llama3;semantic;0.828081;0.53211;0.846831;0.296296;0.832466;0.542857;FALSE;None;semantic;TRUE;all-MiniLM-L6-v2
What was the Velveteen Rabbit's original appearance?;"A lovely story! According to the first part of the story, the Velveteen Rabbit was """"really splendid"""" and had an appearance that included: * Being fat and bunchy * Having a coat spotted brown and white * Real thread whiskers * Ears lined with pink sateen So, his original appearance was quite plush and well-made!";He was fat and bunchy with a spotted brown and white coat, real thread whiskers, and ears lined with pink sateen.;All PDFs;llama3;semantic;0.822134;0.455446;0.87614;0.465753;0.832466;0.542857;FALSE;None;semantic;FALSE;all-MiniLM-L6-v2
What was the Velveteen Rabbit's original appearance?;"The Velveteen Rabbit's original appearance is described in the story as """"really splendid"""". It says that he was """"fat and bunchy"""", with a coat that was """"spotted brown and white"""", having """"real thread whiskers"""" and his ears being lined with """"pink sateen"""".";He was fat and bunchy with a spotted brown and white coat, real thread whiskers, and ears lined with pink sateen.;The Velveteen Rabbit.pdf;llama3;semantic;0.826217;0.608696;0.903569;0.625;0.832466;0.542857;FALSE;None;semantic;FALSE;all-MiniLM-L6-v2
What was the Velveteen Rabbit's original appearance?;The Velveteen Rabbit was originally fat and bunchy with a spotted brown and white coat, thread whiskers, and pink sateen-lined ears.;He was fat and bunchy with a spotted brown and white coat, real thread whiskers, and ears lined with pink sateen.;All PDFs;mistral;semantic;0.81289;0.450704;0.941169;0.744186;0.817868;0.542857;TRUE;cross-encoder/stsb-roberta-base;semantic;TRUE;all-MiniLM-L6-v2
What was the Velveteen Rabbit's original appearance?;"The Velveteen Rabbit's original appearance was described as """"fat and bunchy"""", with a spotted brown and white coat, real thread whiskers, and pink sateen-lined ears.";He was fat and bunchy with a spotted brown and white coat, real thread whiskers, and ears lined with pink sateen.;The Velveteen Rabbit.pdf;mistral;semantic;0.814314;0.447368;0.933048;0.708333;0.817868;0.542857;TRUE;cross-encoder/stsb-roberta-base;semantic;TRUE;all-MiniLM-L6-v2
What was the Velveteen Rabbit's original appearance?;"The Velveteen Rabbit's original appearance is described as """"He was fat and bunchy , as a rabbit should be; his coat was spotted brown and white, he had real thread whiskers, and his ears were lined with pink sateen.""""";He was fat and bunchy with a spotted brown and white coat, real thread whiskers, and ears lined with pink sateen.;All PDFs;mistral;semantic;0.823449;0.727273;0.911895;0.633333;0.817868;0.542857;TRUE;cross-encoder/stsb-roberta-base;semantic;FALSE;all-MiniLM-L6-v2
What was the Velveteen Rabbit's original appearance?;The Velveteen Rabbit's original appearance was described as being fat and bunchy, with a spotted brown and white coat, real thread whiskers, and his ears were lined with pink sateen.;He was fat and bunchy with a spotted brown and white coat, real thread whiskers, and ears lined with pink sateen.;The Velveteen Rabbit.pdf;mistral;semantic;0.813985;0.55;0.937113;0.769231;0.817868;0.542857;TRUE;cross-encoder/stsb-roberta-base;semantic;FALSE;all-MiniLM-L6-v2
What was the Velveteen Rabbit's original appearance?;The Velveteen Rabbit's original appearance was described as being fat and bunchy, with a spotted brown and white coat, real thread whiskers, and pink sateen lined ears.;He was fat and bunchy with a spotted brown and white coat, real thread whiskers, and ears lined with pink sateen.;All PDFs;mistral;semantic;0.830407;0.441558;0.938338;0.693878;0.832466;0.542857;FALSE;None;semantic;TRUE;all-MiniLM-L6-v2
